id,query,reference_answer,category,difficulty
q257,What is 'GFR' (Glomerular Filtration Rate)?,"GFR is the best test to measure your level of kidney function and determine your stage of kidney disease. It's a calculation based on your blood creatinine level, age, sex, and race. A low GFR indicates your kidneys are not filtering well.",lab_test,high
q258,What is an 'ultrasound'?,"An ultrasound (or sonogram) is a non-invasive diagnostic imaging technique. It uses high-frequency sound waves to create real-time images of the inside of the body's soft tissues and organs, such as the heart, liver, gallbladder, and a developing fetus during pregnancy.",diagnosis,easy
q259,What is an 'X-ray'?,"An X-ray is a common imaging test that uses a small, safe dose of ionizing radiation to create pictures of the inside of your body. It is most effective for viewing dense structures, especially bones, and is used to diagnose fractures, pneumonia, and dental problems.",diagnosis,easy
q260,What is a 'mammogram'?,"A mammogram is a specialized X-ray of the breast. It is used as a screening tool to detect early signs of breast cancer, often before a lump can be felt.",diagnosis,easy
q261,What is 'chemotherapy'?,"Chemotherapy ('chemo') is a type of cancer treatment that uses powerful drugs to kill fast-growing cells in the body. Because it is systemic (travels throughout the body), it also damages healthy fast-growing cells, causing side effects like hair loss and nausea.",treatment,medium
q227,What is 'radiation therapy'?,"Radiation therapy is a cancer treatment that uses high-energy beams (like X-rays or protons) to kill cancer cells and shrink tumors. It is a local treatment, meaning it is aimed directly at the tumor and affects only the part of the body being treated.",treatment,medium
q228,What is 'immunotherapy'?,Immunotherapy is a type of cancer treatment that helps your own immune system fight cancer. It 'unleashes' or 'boosts' the body's natural defenses to find and destroy cancer cells. Checkpoint inhibitors are a common type.,treatment,high
q229,What is 'metastasis'?,"Metastasis is the medical term for cancer that has spread from its original (primary) site to a new, distant part of the body. For example, breast cancer that spreads to the lungs is called 'metastatic breast cancer.'",disease,medium
q230,What is 'benign' vs. 'malignant'?,These terms describe tumors. 'Benign' means non-cancerous; the tumor does not invade nearby tissue or spread to other parts of the body. 'Malignant' means cancerous; the tumor can invade surrounding tissue and metastasize (spread) throughout the body.,disease,easy
q231,What is a 'carcinogen'?,"A carcinogen is any substance, radiation, or agent that is directly involved in causing cancer. Examples include tobacco smoke, asbestos, and ultraviolet (UV) radiation from the sun.",disease,medium
q232,What is 'SIDS' (Sudden Infant Death Syndrome)?,"SIDS is the unexplained death, usually during sleep, of a seemingly healthy baby less than one year of age. The 'Back to Sleep' campaign, which advises placing infants on their backs to sleep, has significantly reduced SIDS rates.",pediatrics,medium
q233,What is 'croup'?,"Croup is a common childhood infection of the upper airway, usually caused by a virus. It causes swelling around the vocal cords (larynx) and windpipe (trachea), resulting in a distinctive, harsh 'barking' cough and a high-pitched, squeaking noise when breathing in (stridor).",pediatrics,medium
q234,What is 'RSV' (Respiratory Syncytial Virus)?,"RSV is a very common respiratory virus that causes cold-like symptoms in most healthy adults and older children. However, it can be very serious, and even life-threatening, in infants and young children, causing pneumonia or bronchiolitis.",pediatrics,medium
q235,What is 'bronchiolitis'?,"Bronchiolitis is a common lung infection in young children and infants, most often caused by RSV. It causes inflammation and congestion in the smallest airways (bronchioles) of the lung, leading to wheezing and difficulty breathing.",pediatrics,medium
q236,What is 'colic'?,"Colic is a term for frequent, prolonged, and intense crying or fussiness in a healthy infant with no apparent cause. It's defined by the 'rule of threes': crying for more than 3 hours a day, more than 3 days a week, for more than 3 weeks. It typically peaks at 6 weeks and resolves by 3-4 months.",pediatrics,easy
q237,What is an 'APGAR' score?,"The APGAR score is a quick test performed on a newborn at 1 and 5 minutes after birth. It checks the baby's health on five simple criteria: Appearance (skin color), Pulse (heart rate), Grimace (reflex), Activity (muscle tone), and Respiration (breathing).",pediatrics,medium
q238,What is a 'fontanelle'?,A fontanelle is the anatomical term for the 'soft spot' on an infant's skull. These are gaps between the incompletely formed cranial bones that allow the baby's head to pass through the birth canal and for brain growth. They typically close by 18-24 months.,pediatrics,medium
q239,What is 'meconium'?,"Meconium is the first stool of a newborn infant. It is a thick, dark green, tar-like substance made of material ingested during the time in the uterus. If a baby passes meconium before birth, it can be inhaled, causing a serious breathing problem called meconium aspiration syndrome.",pediatrics,high
q240,What is 'geriatrics'?,"Geriatrics is the branch of medicine that specializes in the health and care of elderly people. It focuses on managing the complex medical, social, and functional issues that are common in older adults.",geriatrics,easy
q241,What is 'polypharmacy'?," ""Polypharmacy is the simultaneous use of multiple medications by a single patient often to treat multiple chronic conditions. It is most common in elderly patients and significantly increases the risk of drug interactions and adverse side effects.”",geriatrics,medium
q242,What is 'delirium'?,"Delirium is a sudden, serious change in mental state, characterized by confusion, disorientation, and difficulty paying attention. It is *not* dementia. It often has an acute, reversible cause, such as an infection (like a UTI in the elderly), medication, or surgery.",geriatrics,high
q243,What is the difference between 'delirium' and 'dementia'?,"'Delirium' has an acute, sudden onset (hours to days), is fluctuating, and is often reversible once the underlying cause (like an infection) is treated. 'Dementia' has a slow, progressive onset (months to years), is non-fluctuating (though 'sundowning' can occur), and is generally irreversible.",geriatrics,high
q244,What is a 'pressure ulcer' (bedsore)?,"A pressure ulcer is an injury to the skin and underlying tissue resulting from prolonged, unrelieved pressure on the skin. They most often develop on skin that covers bony areas of the body, such as the heels, hips, and tailbone, in people who are bedridden or in a wheelchair.",geriatrics,medium
q245,What is 'orthostatic hypotension'?,"Orthostatic hypotension is a form of low blood pressure that happens when you stand up from sitting or lying down. It can make you feel dizzy or lightheaded, and is a major fall risk for elderly patients.",geriatrics,medium
q246,What is 'sarcopenia'?," ""Sarcopenia is the progressive and generalized loss of skeletal muscle mass and strength that occurs as a natural part of the aging process. It contributes to frailty falls and a loss of physical independence in older adults.”",geriatrics,medium
q247,What is 'presbycusis'?,"Presbycusis is the medical term for age-related hearing loss. It is a gradual, progressive hearing loss that occurs in both ears, typically affecting the ability to hear high-pitched sounds first.",geriatrics,medium
q248,What is 'presbyopia'?,"Presbyopia is the gradual, age-related loss of the eyes' ability to focus on nearby objects. It is a normal part of aging that becomes noticeable in one's early to mid-40s, leading to the need for reading glasses.",geriatrics,medium
q249,What is 'sundowning'?,"Sundowning is a state of confusion, agitation, and anxiety that occurs in the late afternoon and evening (as the sun goes down). It is a common symptom in people with Alzheimer's disease or other forms of dementia.",geriatrics,medium
q250,What is a 'DNR' order?,A DNR (Do Not Resuscitate) order is a medical order written by a doctor. It instructs healthcare providers not to perform cardiopulmonary resuscitation (CPR) if a patient's breathing stops or their heart stops beating. It is an advance directive.,medical_procedure,medium
q251,What is 'intravenous' (IV)?,"Intravenous means 'within a vein.' It is a medical technique that delivers fluids, medications, or nutrients directly into a person's vein using a small tube (catheter).",medical_procedure,easy
q252,What is 'intramuscular' (IM)?,"Intramuscular means 'within the muscle.' An IM injection is a technique used to deliver a medication deep into the muscles, allowing it to be absorbed into the bloodstream quickly. Many vaccines are given via IM injection into the shoulder (deltoid) muscle.",medical_procedure,easy
q253,What is 'subcutaneous' (Sub-Q)?,Subcutaneous means 'under the skin.' A subcutaneous injection is a short needle injection into the fatty tissue layer between the skin and the muscle. Insulin and some allergy shots are given this way.,medical_procedure,easy
q254,What is 'NPO'?," ""NPO is a medical instruction from the Latin 'nil per os ' which means 'nothing by mouth.' It is a common order given to patients before surgery or certain medical procedures to prevent aspiration (inhaling stomach contents) during anesthesia.”",medical_procedure,medium
q255,What is 'prophylaxis'?,"Prophylaxis is any medical action or treatment taken to *prevent* a disease from occurring, rather than treating an existing one. For example, taking an antibiotic before dental surgery is 'antibiotic prophylaxis' to prevent heart infection.",treatment,medium
q256,What is a 'differential diagnosis'?,"A differential diagnosis (DDx) is a list of possible conditions or diseases that could be causing a patient's symptoms. Doctors create this list and then use further tests (labs, imaging) to narrow it down and arrive at the correct final diagnosis.",diagnosis,high
q257,What is 'triage'?,Triage is the process of sorting patients in an emergency setting (like an ER or disaster scene) based on the urgency of their condition. This ensures that patients with the most life-threatening injuries or illnesses are treated first.,public_health,medium
q258,What is 'morbidity' vs. 'mortality'?,"In public health, 'morbidity' refers to the rate of disease, illness, or complications in a population. 'Mortality' refers to the rate of death in a population. A disease can have high morbidity (makes many people sick) but low mortality (kills few people).",public_health,medium
q259,What is a 'vector' (disease)?,"In medicine, a vector is any living organism (like a mosquito, tick, or flea) that can transmit an infectious pathogen (like a virus or bacterium) from one host to another. For example, mosquitoes are vectors for malaria.",public_health,medium
q260,What is a 'zoonotic' disease?,"A zoonotic disease (or zoonosis) is an infectious disease that is transmitted from animals to humans. Examples include rabies (from bats, raccoons), Lyme disease (from ticks on deer/mice), and COVID-19 (believed to have originated in animals).",public_health,medium
q261,What is a 'fomite'?,"A fomite is an inanimate object (like a doorknob, phone, or piece of clothing) that can become contaminated with infectious pathogens and serve as a vehicle for their transmission.",public_health,medium
q262,What is the 'incubation period'?,"The incubation period is the time between when a person is first exposed to a pathogen (like a virus) and when they first begin to show symptoms of the disease. During this time, the person may be contagious without knowing they are sick.",public_health,easy
q263,What is 'contact tracing'?,"Contact tracing is a public health strategy used to stop the spread of an infectious disease. It involves identifying people who have the disease, interviewing them to find out everyone they've had close contact with, and then informing those contacts that they may have been exposed.",public_health,medium
q264,What is the 'CDC'?,"The CDC (Centers for Disease Control and Prevention) is the national public health agency of the United States. Its main goal is to protect public health and safety by controlling and preventing disease, injury, and disability.",public_health,easy
q265,What is the 'WHO'?,"The WHO (World Health Organization) is a specialized agency of the United Nations responsible for international public health. Its role is to direct and coordinate global health responses, set health standards, and provide technical support to countries.",public_health,easy
q266,What is the 'FDA'?,"The FDA (Food and Drug Administration) is a federal agency in the United States responsible for protecting public health by ensuring the safety, efficacy, and security of human and veterinary drugs, biological products, medical devices, our nation's food supply, and cosmetics.",public_health,easy
q267,What is an 'epidemic'?," ""An epidemic is a widespread occurrence of an infectious disease in a community or region at a particular time where the number of cases is significantly higher than what is normally expected.”",public_health,medium
q268,What is a 'pandemic'?,"A pandemic is an epidemic that has spread over a very wide area, typically across multiple continents or worldwide, affecting a large numberof people. COVID-19 is a recent example of a pandemic.",public_health,medium
q269,What is an 'endemic' disease?,"An endemic disease is a disease that is constantly present at a baseline level in a specific geographic area or population. For example, malaria is endemic to many tropical regions.",public_health,medium
q270,What is a 'clinical trial'?,"A clinical trial is a research study involving human volunteers that is designed to test the safety and effectiveness of a new medical treatment, drug, or device. These trials are conducted in phases (Phase I, II, III, IV) before a treatment can be approved by the FDA.",treatment,medium
q271,What is a 'double-blind' study?,"A double-blind study is a type of clinical trial considered the 'gold standard.' In this study, neither the participants nor the researchers/doctors know which group is receiving the active treatment and which is receiving the placebo. This prevents bias from affecting the results.",treatment,high
q272,What is 'hematology'?,"Hematology is the branch of medicine concerned with the study of blood, blood-forming organs (like bone marrow), and blood diseases (like anemia, leukemia, and hemophilia).",specialty,medium
q273,What is 'oncology'?,"Oncology is the branch of medicine that specializes in the diagnosis, treatment, and prevention of cancer. A doctor who practices oncology is an 'oncologist.'",specialty,medium
q274,What is 'cardiology'?,"Cardiology is the branch of medicine that specializes in diagnosing and treating diseases of the heart and blood vessels (the cardiovascular system), such as heart attacks, heart failure, and arrhythmias.",specialty,easy
q275,What is 'neurology'?,"Neurology is the branch of medicine that deals with disorders of the nervous system, which includes the brain, spinal cord, and peripheral nerves. Neurologists treat conditions like stroke, epilepsy, Parkinson's, and MS.",specialty,medium
q276,What is 'dermatology'?,"Dermatology is the branch of medicine concerned with the diagnosis and treatment of diseases of the skin, hair, and nails. Dermatologists treat conditions like acne, psoriasis, eczema, and skin cancer.",specialty,easy
q277,What is 'pulmonology'?,"Pulmonology is the medical specialty that deals with diseases involving the respiratory tract—the lungs and airways. Pulmonologists treat conditions like asthma, COPD, pneumonia, and lung cancer.",specialty,medium
q278,What is 'gastroenterology'?,"Gastroenterology is the medical specialty focused on the digestive system and its disorders. This includes the esophagus, stomach, small intestine, colon, liver, gallbladder, and pancreas. They treat GERD, IBD, and perform colonoscopies.",specialty,medium
q279,What is 'nephrology'?,"Nephrology is the medical specialty that deals with the function and diseases of the kidneys. Nephrologists treat conditions like chronic kidney disease, kidney stones, and kidney failure.",specialty,medium
q280,What is 'endocrinology'?,"Endocrinology is the medical specialty that deals with the endocrine system—the glands that produce hormones. Endocrinologists treat hormone imbalances and diseases like diabetes, thyroid disorders, and PCOS.",specialty,medium
q281,What is 'rheumatology'?,"Rheumatology is the medical specialty that deals with 'rheumatic diseases'—autoimmune and inflammatory conditions that affect the joints, muscles, and bones. Rheumatologists treat conditions like rheumatoid arthritis, lupus, and gout.",specialty,medium
q282,What is 'obstetrics and gynecology' (OB/GYN)?,"This specialty combines two fields. 'Obstetrics' focuses on pregnancy, childbirth, and the postpartum period. 'Gynecology' focuses on the health of the female reproductive system (vagina, uterus, ovaries).",specialty,easy
q283,What is 'pediatrics'?,"Pediatrics is the branch of medicine that involves the medical care of infants, children, and adolescents. A doctor in this field is a 'pediatrician.'",specialty,easy
q284,What is 'psychiatry'?,"Psychiatry is the medical specialty devoted to the diagnosis, prevention, and treatment of mental disorders. A 'psychiatrist' is a medical doctor (MD or DO) who can prescribe medication and provide psychotherapy.",specialty,easy
q285,What is 'radiology'?,"Radiology is the medical specialty that uses medical imaging (like X-rays, CT scans, MRIs, and ultrasounds) to diagnose and treat diseases. A 'radiologist' is a medical doctor who is trained to interpret these images.",specialty,medium
q286,What is 'anesthesiology'?,"Anesthesiology is the medical specialty concerned with the total perioperative care of patients before, during, and after surgery. This includes administering 'anesthesia' (medication to prevent pain) and monitoring vital signs during surgery.",specialty,medium
q287,What is 'pathology'?,"Pathology is the medical specialty that involves the study and diagnosis of disease through the examination of surgically removed organs, tissues (biopsy samples), and bodily fluids. A 'pathologist' is the doctor who performs this analysis, often in a lab.",specialty,medium
q288,What is 'ophthalmology'?,"Ophthalmology is the branch of medicine and surgery that deals with the diagnosis and treatment of eye disorders. An 'ophthalmologist' is a medical doctor (MD) who can perform eye exams, prescribe glasses, treat eye diseases, and perform eye surgery.",specialty,medium
q289,What is an 'optometrist'?," ""An optometrist (OD) is an eye care professional who provides primary vision care. They perform eye exams test vision prescribe glasses and contact lenses and can diagnose and treat certain eye conditions. They are not medical doctors and typically do not perform surgery.”",specialty,medium
q290,What is an 'orthopedist'?," ""An orthopedist (or orthopedic surgeon) is a medical doctor who specializes in the musculoskeletal system—the bones joints ligaments tendons and muscles. They treat fractures arthritis sports injuries and other conditions often through surgery.”",specialty,medium
q291,What is 'otolaryngology' (ENT)?," ""Otolaryngology is the medical specialty that deals with conditions of the ear nose and throat (ENT) and related structures of the head and neck.”",specialty,medium
q292,What is 'urology'?,"Urology is the medical and surgical specialty that focuses on the urinary tracts of males and females, and on the reproductive system of males. Urologists treat conditions like UTIs, kidney stones, BPH, and cancers of the urinary tract.",specialty,medium
q293,What is 'podiatry'?,"Podiatry is the branch of medicine devoted to the study, diagnosis, and treatment of disorders of the foot, ankle, and lower leg. A 'podiatrist' (DPM) treats conditions like bunions, plantar fasciitis, and diabetic foot problems.",specialty,medium
q294,What is 'general anesthesia'?,"General anesthesia is a state of controlled, temporary unconsciousness that includes a lack of sensation (pain), memory, and movement. It is induced with medications to allow a patient to undergo surgery or other major procedures without distress.",medical_procedure,medium
q295,What is 'local anesthesia'?,"Local anesthesia is a technique that numbs a small, specific part of the body. The patient remains awake and alert, but feels no pain in the area. It is used for minor procedures like getting stitches or having a mole removed. Lidocaine is a common local anesthetic.",medical_procedure,easy
q296,"What is 'regional anesthesia' (e.g., epidural)?","Regional anesthesia is a technique used to numb a larger region of the body (like an arm, a leg, or the lower half of the body). The patient remains awake. An 'epidural' (used in childbirth) and a 'spinal block' are common types of regional anesthesia.",medical_procedure,medium
q297,What is a 'catheter' (urinary)?,"A Foley catheter is a flexible tube that is passed through the urethra and into the bladder to drain urine. It is often used during surgery, in patients who are incontinent, or in those who cannot empty their bladder (urinary retention).",medical_procedure,easy
q298,What is 'atrophy'?,"Atrophy is the decrease in size or wasting away of a body part or tissue. 'Muscle atrophy' is the shrinking of muscles, often from disuse (like being in a cast) or from a neurological disease.",symptom,medium
q299,What is 'hypertrophy'?,"Hypertrophy is the increase in the size of an organ or tissue due to the increase in the size of its cells. 'Muscle hypertrophy' is the growth of muscle cells from exercise. 'Cardiac hypertrophy' is an abnormal, unhealthy thickening of the heart muscle.",symptom,medium
q300,What is 'stenosis'?,Stenosis is the medical term for the abnormal narrowing of a passage in the body. 'Spinal stenosis' is a narrowing of the spinal canal. 'Aortic stenosis' is a narrowing of the heart's aortic valve.,disease,medium
q301,What is 'ischemia'?,"Ischemia is a condition in which there is a restriction in blood supply to a tissue, causing a shortage of oxygen. 'Myocardial ischemia' is reduced blood flow to the heart muscle (causing angina). If it's severe or prolonged, it leads to 'infarction' (tissue death).",symptom,high
q302,What is 'infarction'?,"Infarction is the obstruction of the blood supply to an organ or region of tissue, causing local death (necrosis) of the tissue. A 'myocardial infarction' is a heart attack. A 'cerebral infarction' is an ischemic stroke.",disease,high
q303,What is 'necrosis'?,"Necrosis is the death of most or all of the cells in an organ or tissue due to disease, injury, or failure of the blood supply. 'Avascular necrosis' is bone death caused by a loss of blood supply.",disease,high
q304,What is 'idiopathic'?,"Idiopathic is a term used when the cause of a disease or condition is unknown. For example, 'idiopathic pulmonary fibrosis' is scarring of the lungs without a known cause.",disease,medium
q305,What is 'congenital'?,A congenital disorder (or congenital anomaly) is a condition that is present at birth. It can be inherited (genetic) or caused by environmental factors during pregnancy. A 'congenital heart defect' is a structural problem with the heart present at birth.,disease,medium
q306,What is 'iatrogenic'?,"An iatrogenic condition is a disease, complication, or side effect that is caused by medical treatment or a medical provider. For example, a 'nosocomial' (hospital-acquired) infection is an iatrogenic condition.",disease,high
q307,What is 'acute' vs. 'chronic'?,"'Acute' describes a condition that is of sudden onset, sharp, and severe, but often of short duration (e.g., acute appendicitis). 'Chronic' describes a condition that develops slowly and persists for a long time, often for life (e.g., chronic diabetes).",disease,easy
q308,What is 'prognosis'?,"A prognosis is a doctor's forecast of the likely course and outcome of a disease. It's an educated guess about a patient's chances of recovery, based on the disease, their age, their overall health, and the treatment options.",diagnosis,medium
q309,What is 'palliative' vs. 'curative' treatment?,"'Curative' treatment aims to cure a disease and completely remove it. 'Palliative' treatment aims to relieve the symptoms and suffering caused by a serious illness and to improve quality of life, without necessarily curing the underlying disease.",treatment,medium
q310,What is 'remission'?,Remission is a period during which the symptoms of a chronic illness (like cancer or an autoimmune disease) are partially or completely gone. It does not necessarily mean the disease has been cured.,disease,medium
q311,What is 'relapse'?,A relapse is the return of a disease or its symptoms after a period of remission or improvement.,disease,medium
q312,What is 'adherence' (medical)?,"Adherence (or compliance) is the extent to which a patient follows their doctor's medical advice. This most often refers to 'medication adherence'—whether the patient takes their medication as prescribed (right dose, right time, right duration).",treatment,medium
q313,What is 'titration' (drug)?,"Titration is the process of adjusting the dose of a medication to find the best, most effective dose for a patient while minimizing side effects. This often involves starting at a low dose and slowly increasing it over time.",treatment,medium
q314,What is a 'loading dose'?,"A loading dose is a large, initial dose of a drug given to quickly achieve a therapeutic concentration in the bloodstream. It's often followed by smaller 'maintenance doses' to keep the drug level steady.",treatment,high
q315,What is a 'black box warning'?,"A black box warning (or 'boxed warning') is the most serious warning required by the FDA on a prescription drug's label. It's used to call attention to serious or life-threatening risks, such as addiction (for opioids) or severe side effects.",side_effects,high
q316,What is 'off-label' prescribing?,"'Off-label' prescribing is when a doctor prescribes a drug for a different purpose, in a different dose, or for a different patient group than what the FDA has officially approved it for. This is legal and common, but is based on the doctor's professional judgment.",treatment,medium
q317,What is 'E. coli'?,"Escherichia coli (E. coli) is a type of bacteria that normally lives in the intestines of healthy people and animals. Most strains are harmless, but some, like E. coli O157:H7, can cause severe food poisoning, resulting in bloody diarrhea and kidney failure. It is also the most common cause of UTIs.",disease,medium
q318,What is 'Salmonella'?,"Salmonella is a common type of bacteria that causes food poisoning (salmonellosis). It's typically found in raw poultry, eggs, and unwashed fruit. Symptoms include diarrhea, fever, and abdominal cramps.",disease,medium
q319,What is 'Listeria'?,"Listeria is a type of bacteria found in soil, water, and some animals. It can cause a serious foodborne illness called listeriosis, especially in pregnant women, newborns, and immunocompromised people. It's often found in unpasteurized milk, deli meats, and soft cheeses.",disease,high
q320,What is 'Staphylococcus aureus'?,"'Staph aureus' is a common bacterium found on the skin and in the nose of many healthy people. It's a common cause of skin infections (like boils), but can also cause serious infections like pneumonia and sepsis if it enters the bloodstream. MRSA is a resistant strain.",disease,medium
q321,What is 'Streptococcus pyogenes' (Group A Strep)?,"Group A Strep is a bacterium that causes a variety of illnesses. It is the cause of 'strep throat' and skin infections like impetigo. In rare, severe cases, it can cause 'necrotizing fasciitis' (flesh-eating disease) or toxic shock syndrome.",disease,medium
q322,What is 'rheumatic fever'?,Rheumatic fever is a rare but serious inflammatory disease that can develop as a complication of untreated or inadequately treated strep throat. It can cause permanent damage to the heart valves (rheumatic heart disease).,disease,high
q323,What is 'tuberculosis' (TB)?,"Tuberculosis is a serious infectious disease that mainly affects the lungs, caused by the bacterium *Mycobacterium tuberculosis*. It spreads through the air when an infected person coughs or sneezes. It can be 'latent' (no symptoms) or 'active' (causing illness).",disease,medium
q324,What is 'malaria'?,"Malaria is a life-threatening disease caused by *Plasmodium* parasites, which are transmitted to people through the bites of infected female *Anopheles* mosquitoes. It's common in tropical regions and causes high fevers, chills, and flu-like illness.",disease,medium
q325,What is 'rabies'?,"Rabies is a deadly viral disease that attacks the central nervous system. It's transmitted to humans from the saliva of infected animals, usually through a bite (e.g., from a bat, raccoon, or dog). Once symptoms appear, it is nearly 100% fatal, but it is preventable with a vaccine given *after* exposure.",disease,high
q326,What is 'tetanus'?,"Tetanus ('lockjaw') is a serious bacterial infection that affects the nervous system, causing painful muscle contractions, particularly of the jaw and neck. The bacteria (*Clostridium tetani*) are found in soil and enter the body through a deep cut or puncture wound. It is preventable with a vaccine (DTaP, Tdap).",disease,medium
q327,What is 'Lyme disease'?,"Lyme disease is a bacterial infection transmitted to humans through the bite of an infected blacklegged tick (deer tick). The classic early symptom is a 'bull's-eye' rash (erythema migrans), followed by fever, fatigue, and joint pain. If untreated, it can spread to the heart, joints, and nervous system.",disease,medium
q328,What is 'H. pylori'?,*Helicobacter pylori* (H. pylori) is a type of bacteria that infects the stomach. It is a very common cause of peptic ulcers (sores in the lining of the stomach or small intestine) and is also a primary risk factor for stomach cancer.,disease,medium
q329,What is a 'peptic ulcer'?,A peptic ulcer is an open sore that develops on the inside lining of the stomach (gastric ulcer) or the upper portion of the small intestine (duodenal ulcer). The most common causes are infection with *H. pylori* bacteria and long-term use of NSAIDs.,disease,medium
q330,What is 'Zika virus'?,"Zika virus is a disease spread primarily through the bite of an infected *Aedes* species mosquito. While it often causes no or mild symptoms, infection during pregnancy can cause a severe birth defect called 'microcephaly' (abnormally small head) and other brain defects.",disease,high
q331,What is 'Ebola'?,"Ebola is a rare but severe and often fatal viral hemorrhagic fever that occurs in humans and other primates. It spreads through direct contact with the bodily fluids of an infected person or animal. It causes high fever, severe bleeding, and organ failure.",disease,high
q332,What is 'norovirus'?,"Norovirus is a highly contagious virus that is the most common cause of gastroenteritis ('stomach flu') in the U.S. It spreads easily through contaminated food, water, or surfaces (like on cruise ships). It causes severe vomiting and diarrhea, but usually resolves in 1-3 days.",disease,medium
q333,What is 'rotavirus'?,"Rotavirus is a highly contagious virus that is the most common cause of severe, watery diarrhea and vomiting in infants and young children worldwide. A vaccine is now routinely given to babies to prevent this.",disease,medium
q334,What is 'influenza' (the flu)?,"Influenza is a contagious respiratory illness caused by influenza viruses. It can cause mild to severe illness, with symptoms like fever, cough, sore throat, body aches, and fatigue. It is different from the 'stomach flu' (gastroenteritis). An annual flu vaccine is the best prevention.",disease,easy
q335,What is the 'common cold'?,"The common cold is a viral infection of the upper respiratory tract (nose and throat). It's typically harmless, although it may not feel that way. Symptoms include a runny nose, sore throat, and cough. Many different viruses can cause a cold, but rhinoviruses are the most common.",disease,easy
q336,What is 'sinusitis'?,"Sinusitis is inflammation of the sinuses, which are the air-filled cavities around the nasal passages. It's often called a 'sinus infection.' It causes a stuffy nose, headache, and pain/pressure in the face. It can be acute (often viral) or chronic.",disease,easy
q337,What is 'bronchitis'?,"Bronchitis is inflammation of the lining of your bronchial tubes, which carry air to and from your lungs. 'Acute bronchitis' is very common, often develops from a cold, and causes a nagging cough. 'Chronic bronchitis' is a form of COPD.",disease,easy
q338,What is 'laryngitis'?,"Laryngitis is inflammation of your voice box (larynx) from overuse, irritation, or infection. This causes your vocal cords to swell, resulting in a hoarse, raspy voice or complete loss of your voice.",disease,easy
q339,What is 'pharyngitis'?,"Pharyngitis is the medical term for inflammation of the pharynx, which is the back of the throat. It's the technical term for a 'sore throat.' It's most often caused by a virus (like the common cold) but can be caused by bacteria (like strep throat).",disease,medium
q340,What is 'otitis media'?,"Otitis media is the medical term for a middle ear infection. It's very common in children and occurs when the area behind the eardrum becomes inflamed and infected, often after a cold. It causes ear pain and fever.",pediatrics,medium
q341,What is 'otitis externa'?,"Otitis externa is the medical term for 'swimmer's ear.' It is an infection of the outer ear canal, which runs from your eardrum to the outside of your head. It's often caused by water remaining in the ear, creating a moist environment for bacteria to grow.",disease,medium
q342,What is 'conjunctivitis' (pink eye)?,"Conjunctivitis is inflammation or infection of the conjunctiva, the transparent membrane that lines the eyelid and covers the white part of the eyeball. It can be viral, bacterial (both highly contagious), or allergic. It causes redness, itching, and discharge.",disease,easy
q343,What is a 'stye' (hordeolum)?,"A stye is a painful, red, pus-filled lump that grows on the edge of the eyelid. It's an infection of an eyelash follicle, similar to a pimple.",disease,easy
q344,What is 'dermatitis'?,"Dermatitis is a general term for inflammation of the skin. It has many causes and forms and usually involves an itchy rash on swollen, reddened skin. 'Eczema' (atopic dermatitis) and 'contact dermatitis' (from poison ivy or an-allergen) are common types.",dermatology,medium
q345,What is 'eczema' (atopic dermatitis)?,"Eczema is a chronic, inflammatory skin condition that causes dry, red, intensely itchy patches of skin. The exact cause is unknown but is related to a combination of genetics, immune system dysfunction, and environmental triggers.",dermatology,medium
q346,What is 'psoriasis'?,"Psoriasis is a chronic autoimmune disease that causes the rapid overproduction of skin cells. This leads to scaling on the skin's surface, forming thick, silvery-white, itchy, and sometimes painful plaques.",dermatology,medium
q347,What is 'acne'?,"Acne is a very common skin condition that occurs when hair follicles become plugged with oil (sebum) and dead skin cells. This allows bacteria to grow, leading to inflammation and lesions (pimples, blackheads, whiteheads).",dermatology,easy
q348,What is 'rosacea'?,"Rosacea is a common, chronic skin condition that causes persistent redness, blushing, or flushing and visible blood vessels in the face. It can also produce small, red, pus-filled bumps (acne rosacea).",dermatology,medium
q349,What is 'melasma'?,"Melasma is a common skin problem that causes dark, discolored patches (hyperpigmentation) on the skin, typically on the face. It's often triggered by hormonal changes (like pregnancy, 'the mask of pregnancy') and sun exposure.",dermatology,medium
q350,What is 'vitiligo'?,Vitiligo is an autoimmune disease that causes the loss of skin color in patches. It occurs when melanocytes (the cells that produce pigment) are destroyed. It can affect skin anywhere on the body.,dermatology,medium
q351,What is 'alopecia'?,"Alopecia is the general medical term for hair loss. 'Alopecia areata' is an autoimmune disease that causes hair to fall out in small, round patches. 'Androgenetic alopecia' is male- or female-pattern baldness.",dermatology,medium
q352,What is a 'wart'?,"A wart is a small, rough, fleshy growth on the skin caused by an infection with a type of human papillomavirus (HPV). They are contagious and most common on the hands or feet (plantar warts).",dermatology,easy
q353,What is 'athlete's foot' (tinea pedis)?,"Athlete's foot is a common contagious fungal infection of the skin on the feet. It's a type of 'ringworm.' It thrives in warm, moist environments (like sweaty socks) and causes an itchy, scaly rash, often between the toes.",dermatology,easy
q354,What is 'ringworm' (tinea corporis)?,"Ringworm is *not* caused by a worm. It is a common fungal skin infection (a 'tinea' infection) that causes a characteristic red, scaly, itchy, ring-shaped rash on the body. It is contagious.",dermatology,medium
